DATA_ID,RAW_SITE_ID,API_URL_ID,DATA_NM,RAW_TABLE_ID,RAW_TABLE_NM,RAW_SCHEMA_NM,SITE_PAGE_URL,SITE_PAGE_NM,PRVDR_NM,PRVDR_NM_ENG,PRVDR_DEPT_NM,PRVDR_PHONE,PRVDR_CYCLE,DATA_END_POV,DATA_START_POV,POV_REGION_MEGA,POV_REGION_CTY,POV_REGION_ADMI,POV_AGE_LC,POV_AGE_10,POV_AGE_5
DA0001,RS0001,AU0001,KOSIS 통계목록,MT_KOSIS_STAT,KOSIS 통계목록,ecodi_ods,https://kosis.kr/openapi/devGuide/devGuide_0101List.do,개발가이드 > 통계목록,국가데이터처,Ministry of Data and Statistics,통계서비스기획과,042-481-2457,N,,,N,N,N,N,N,N
