RAW_SITE_ID,RAW_SITE_NM,RAW_SITE_URL,SITE_SUPLR_NM,SITE_ORG_CD
RS0001,KOSIS 국가통계포털,https://kosis.kr/index/index.do,국가데이터처,GOV
